timestamp,dt_utc,DrivePress,Pplat,PEEP,PIP,ftotal,PR,Vte,dP_calc,MP_calc
1785716671965,00:24:31,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716675964,00:24:35,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716679968,00:24:39,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716683968,00:24:43,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716687970,00:24:47,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716691967,00:24:51,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716695971,00:24:55,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716696968,00:24:56,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716699970,00:24:59,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716703970,00:25:03,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716704969,00:25:04,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716707972,00:25:07,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716711971,00:25:11,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716712970,00:25:12,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716715970,00:25:15,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716716971,00:25:16,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716719973,00:25:19,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716723974,00:25:23,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716724972,00:25:24,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716727970,00:25:27,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716728970,00:25:28,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716731970,00:25:31,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716735974,00:25:35,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716739974,00:25:39,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716743973,00:25:43,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716744974,00:25:44,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716747974,00:25:47,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716751967,00:25:51,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716752982,00:25:52,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716755974,00:25:55,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716759978,00:25:59,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716763978,00:26:03,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716767974,00:26:07,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716768976,00:26:08,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716771976,00:26:11,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716772976,00:26:12,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716775979,00:26:15,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716779978,00:26:19,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716783976,00:26:23,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716784979,00:26:24,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716787980,00:26:27,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716788980,00:26:28,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716791978,00:26:31,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716792978,00:26:32,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716795977,00:26:35,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716796977,00:26:36,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716799981,00:26:39,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716800979,00:26:40,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716803984,00:26:43,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716807989,00:26:47,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716811988,00:26:51,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716815988,00:26:55,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716819980,00:26:59,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716823976,00:27:03,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716824984,00:27:04,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716827988,00:27:07,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716831980,00:27:11,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716835990,00:27:15,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716836981,00:27:16,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716839979,00:27:19,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716840980,00:27:20,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716843980,00:27:23,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716847992,00:27:27,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716851987,00:27:31,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716855987,00:27:35,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716859986,00:27:39,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716863989,00:27:43,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716864986,00:27:44,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716867989,00:27:47,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716868986,00:27:48,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716871992,00:27:51,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716875989,00:27:55,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716879987,00:27:59,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716880990,00:28:00,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716883991,00:28:03,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716884987,00:28:04,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716887987,00:28:07,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716888990,00:28:08,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716891991,00:28:11,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716895988,00:28:15,9.0,14.0,5.0,15.0,15,,239,9.0,3.69
1785716899991,00:28:19,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716903991,00:28:23,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716904995,00:28:24,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716907991,00:28:27,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716911992,00:28:31,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716915993,00:28:35,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716916990,00:28:36,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716919996,00:28:39,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716920993,00:28:40,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716923991,00:28:43,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716924996,00:28:44,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716927994,00:28:47,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716928991,00:28:48,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716931994,00:28:51,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716935991,00:28:55,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716936996,00:28:56,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716939997,00:28:59,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716940995,00:29:00,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716943995,00:29:03,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716944995,00:29:04,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716947994,00:29:07,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716948995,00:29:08,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716951995,00:29:11,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716952997,00:29:12,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716956998,00:29:16,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716960998,00:29:20,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716961998,00:29:21,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716964998,00:29:24,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716965997,00:29:25,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716968996,00:29:28,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716969996,00:29:29,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716972999,00:29:32,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716973997,00:29:33,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716977000,00:29:37,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785716981000,00:29:41,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716984999,00:29:44,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716985998,00:29:45,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716989003,00:29:49,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785716993001,00:29:53,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716993998,00:29:53,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785716996996,00:29:56,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717001002,00:30:01,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785717002000,00:30:02,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785717005003,00:30:05,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785717009003,00:30:09,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717013001,00:30:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717017000,00:30:17,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717021003,00:30:21,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717025003,00:30:25,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717029003,00:30:29,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717033005,00:30:33,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717034005,00:30:34,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717037003,00:30:37,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785717038007,00:30:38,9.0,14.0,5.0,15.0,15,,238,9.0,3.67
1785717041006,00:30:41,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717045005,00:30:45,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717049006,00:30:49,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717053007,00:30:53,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717057007,00:30:57,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717061006,00:31:01,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717062006,00:31:02,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717065005,00:31:05,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717069010,00:31:09,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717073006,00:31:13,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717077009,00:31:17,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717078008,00:31:18,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717081009,00:31:21,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717085007,00:31:25,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717089009,00:31:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717093010,00:31:33,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717097011,00:31:37,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717101012,00:31:41,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717105014,00:31:45,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717109011,00:31:49,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717110010,00:31:50,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717113015,00:31:53,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717117017,00:31:57,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717121013,00:32:01,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717125012,00:32:05,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717129012,00:32:09,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717133016,00:32:13,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717134015,00:32:14,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717137017,00:32:17,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717138013,00:32:18,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717141013,00:32:21,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717145013,00:32:25,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717149019,00:32:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717153015,00:32:33,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717157017,00:32:37,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717158016,00:32:38,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717161016,00:32:41,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717165019,00:32:45,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717169017,00:32:49,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717170018,00:32:50,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717173021,00:32:53,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717177019,00:32:57,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717181018,00:33:01,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717182016,00:33:02,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717185017,00:33:05,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717186019,00:33:06,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717189021,00:33:09,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717193021,00:33:13,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717197020,00:33:17,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717201022,00:33:21,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717202019,00:33:22,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717205023,00:33:25,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717206023,00:33:26,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717209021,00:33:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717210030,00:33:30,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717213023,00:33:33,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717214019,00:33:34,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717217024,00:33:37,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717218022,00:33:38,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717221025,00:33:41,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717222023,00:33:42,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717225024,00:33:45,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717226024,00:33:46,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717229024,00:33:49,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717233027,00:33:53,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717234025,00:33:54,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717237023,00:33:57,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717241025,00:34:01,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717245024,00:34:05,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717246023,00:34:06,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717249025,00:34:09,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717253025,00:34:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717254029,00:34:14,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717257027,00:34:17,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717258027,00:34:18,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717261026,00:34:21,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717265032,00:34:25,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717266029,00:34:26,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717269028,00:34:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717273027,00:34:33,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717277030,00:34:37,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717281028,00:34:41,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717285033,00:34:45,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717289027,00:34:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717290028,00:34:50,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717293032,00:34:53,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717294028,00:34:54,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717297033,00:34:57,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717301028,00:35:01,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717302030,00:35:02,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717305028,00:35:05,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717309037,00:35:09,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717310031,00:35:10,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717313032,00:35:13,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717314033,00:35:14,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717317034,00:35:17,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717321035,00:35:21,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717325036,00:35:25,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717329034,00:35:29,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717333036,00:35:33,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717334036,00:35:34,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717337038,00:35:37,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717338036,00:35:38,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717341037,00:35:41,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717342035,00:35:42,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717345039,00:35:45,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717346035,00:35:46,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717349038,00:35:49,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717350040,00:35:50,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717353038,00:35:53,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717354038,00:35:54,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717357040,00:35:57,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717361033,00:36:01,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717362042,00:36:02,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717365037,00:36:05,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717366039,00:36:06,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717369040,00:36:09,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717370039,00:36:10,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717373042,00:36:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717374035,00:36:14,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717377043,00:36:17,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717378039,00:36:18,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717381043,00:36:21,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717385041,00:36:25,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717386040,00:36:26,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717389041,00:36:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717393041,00:36:33,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717394041,00:36:34,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717397039,00:36:37,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717401043,00:36:41,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717402044,00:36:42,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717405040,00:36:45,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717409043,00:36:49,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717413046,00:36:53,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717414041,00:36:54,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717417044,00:36:57,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717418047,00:36:58,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717421044,00:37:01,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717425039,00:37:05,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717429047,00:37:09,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717433046,00:37:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717437043,00:37:17,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717438044,00:37:18,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717441041,00:37:21,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717442042,00:37:22,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717445045,00:37:25,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717446046,00:37:26,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717449055,00:37:29,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717450054,00:37:30,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717453047,00:37:33,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717454049,00:37:34,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717457045,00:37:37,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717461047,00:37:41,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717465050,00:37:45,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717469048,00:37:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717473045,00:37:53,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717477049,00:37:57,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717478049,00:37:58,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717481052,00:38:01,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717482049,00:38:02,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717485046,00:38:05,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717486059,00:38:06,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717489048,00:38:09,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717493053,00:38:13,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717494050,00:38:14,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717497052,00:38:17,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717498055,00:38:18,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717501050,00:38:21,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717505050,00:38:25,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717506049,00:38:26,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717509052,00:38:29,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717513054,00:38:33,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717517056,00:38:37,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717521054,00:38:41,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717525051,00:38:45,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717526054,00:38:46,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717529056,00:38:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717533055,00:38:53,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717537070,00:38:57,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717541055,00:39:01,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717542058,00:39:02,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717545055,00:39:05,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717549056,00:39:09,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717553057,00:39:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717557060,00:39:17,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717561061,00:39:21,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717562057,00:39:22,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717565060,00:39:25,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717569056,00:39:29,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717570060,00:39:30,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717573056,00:39:33,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717577061,00:39:37,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717581061,00:39:41,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717582060,00:39:42,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717585060,00:39:45,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717589061,00:39:49,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717593064,00:39:53,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717594064,00:39:54,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717597061,00:39:57,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717601062,00:40:01,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717605060,00:40:05,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717606063,00:40:06,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717609066,00:40:09,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717610065,00:40:10,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717613065,00:40:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717617061,00:40:17,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
